7	5	0.95	20	8	5	6	1
1	4.50	6					
2	4.40	6					
3	4.44	5					
4	4.57	4					
5	4.71	6					
6	4.71	5					
7	4.74	6					
8	4.59	6					
9	4.70	6					
10	4.73	4					
11	4.87	4					
12	4.70	6					
13	4.65	4					
14	4.84	4					
15	4.94	6					
16	5.01	5					
17	4.81	5					
18	4.68	6					
19	4.74	4					
20	4.79	4					
21	4.97	6					
22	4.87	6					
23	4.83	6					
24	4.82	6					
25	4.79	5					
26	4.71	4					
27	4.63	6					
28	4.55	6					
29	4.55	5					
30	4.57	4					
31	4.46	6					
32	4.60	4					
33	4.59	4					
34	4.42	4					
35	4.45	6					
36	4.63	6					
37	4.54	6					
38	4.70	6					
39	4.83	4					
40	4.65	6					
41	4.58	4					
42	4.75	6					
43	4.71	5					
44	4.64	4					
45	4.58	4					
46	4.47	4					
47	4.54	5					
48	4.45	5					
49	4.32	5					
50	4.19	5					
51	4.01	5					
52	3.82	4					
53	3.76	5					
54	3.80	5					
55	3.76	6					
56	3.75	5					
57	3.80	5					
58	3.80	4					
59	3.82	4					
60	3.63	6					
61	3.61	6					
62	3.53	5					
63	3.55	4					
64	3.43	4					
65	3.52	5					
66	3.56	4					
67	3.52	5					
68	3.55	4					
69	3.57	5					
70	3.58	5					
71	3.58	6					
72	3.73	4					
73	3.76	4					
74	3.74	5					
75	3.92	5					
76	4.08	6					
77	3.92	6					
78	3.72	6					
79	3.55	5					
80	3.60	4					
81	3.43	5					
82	3.42	4					
83	3.43	6					
84	3.47	5					
85	3.46	5					
86	3.39	5					
87	3.55	6					
88	3.71	5					
89	3.85	5					
90	3.93	5					
91	4.09	6					
92	3.92	5					
93	3.97	4					
94	4.05	6					
95	4.17	6					
96	3.98	6					
97	4.11	5					
98	4.23	5					
99	4.41	5					
100	4.35	5					
