14	12	0.95	12	10	6	14	0
1	5.40	13					
2	5.60	13					
3	5.70	13					
4	5.70	8	
5	5.50	8					
6	5.70	11					
7	5.80	7					
8	5.70	11					
9	5.80	8					
10	5.90	14					
11	6.00	13					
12	6.00	13					
13	5.90	14					
14	5.80	7					
15	5.60	14					
16	5.50	8					
17	5.50	7					
18	5.30	8					
19	5.50	7					
20	5.40	7					
21	5.30	7					
22	5.30	10					
23	5.40	14					
24	5.60	12					
25	5.60	10					
26	5.40	7					
27	5.50	6					
28	5.70	10					
29	5.90	11					
30	6.00	9					
31	5.90	7					
32	6.10	12					
33	6.20	14					
34	6.30	12					
35	6.20	14					
36	6.10	14					
37	6.30	6					
38	6.30	13					
39	6.50	13					
40	6.30	6					
41	6.50	6					
42	6.50	6					
43	6.70	9					
44	6.60	11					
45	6.70	7					
46	6.50	10					
47	6.30	8					
48	6.10	9					
49	6.00	10					
50	5.80	8					
51	6.00	7					
52	6.20	6					
53	6.00	11					
54	6.20	9					
55	6.40	13					
56	6.50	11					
57	6.30	6					
58	6.30	13					
59	6.10	9					
60	6.30	14					
61	6.30	9					
62	6.30	7					
63	6.20	9					
64	6.00	7					
65	6.10	14					
66	6.10	11					
67	6.30	10					
68	6.30	8					
69	6.40	8					
70	6.20	14					
71	6.40	6					
72	6.60	14					
73	6.80	11					
74	6.90	12					
75	6.80	13					
76	6.60	10					
77	6.80	13					
78	6.80	6					
79	6.80	14					
80	6.70	8					
81	6.70	13					
82	6.90	12					
83	6.70	10					
84	6.80	9					
85	6.60	6					
86	6.60	13					
87	6.40	8					
88	6.20	14					
89	6.30	11					
90	6.20	13					
91	6.20	7					
92	6.40	10					
93	6.60	7					
94	6.70	7					
95	6.60	11					
96	6.50	6					
97	6.30	7					
98	6.30	13					
99	6.20	8					
100	6.40	10					
